,Unnamed: 0,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season,teamWon,comeback,margin
19099,19099,France,2009-10-24,Nice,Lyon,4.0,1.0,H,2.0,0.0,H,2009-2010,Nice,False,0
19100,19100,France,2009-10-24,Rennes,Montpellier,3.0,0.0,H,1.0,0.0,H,2009-2010,Rennes,False,0
19101,19101,France,2009-10-24,Sochaux,Lorient,1.0,0.0,H,1.0,0.0,H,2009-2010,Sochaux,False,0
19102,19102,France,2009-10-24,St Etienne,Valenciennes,0.0,2.0,A,0.0,1.0,A,2009-2010,Valenciennes,False,0
19103,19103,France,2009-10-25,Auxerre,Lille,3.0,2.0,H,1.0,2.0,A,2009-2010,Auxerre,Auxerre,2
19104,19104,France,2009-10-25,Lens,Toulouse,0.0,2.0,A,0.0,1.0,A,2009-2010,Toulouse,False,0
19105,19105,France,2009-10-31,Auxerre,Montpellier,2.0,1.0,H,2.0,0.0,H,2009-2010,Auxerre,False,0
19106,19106,France,2009-10-31,Bordeaux,Monaco,1.0,0.0,H,0.0,0.0,D,2009-2010,Bordeaux,False,0
19107,19107,France,2009-10-31,Boulogne,Nancy,1.0,2.0,A,1.0,1.0,D,2009-2010,Nancy,False,0
19108,19108,France,2009-10-31,Grenoble,Lille,0.0,2.0,A,0.0,1.0,A,2009-2010,Lille,False,0
19109,19109,France,2009-10-31,Lens,Lorient,1.0,1.0,D,0.0,1.0,A,2009-2010,Blank,Lens,1
19110,19110,France,2009-10-31,Marseille,Toulouse,1.0,1.0,D,0.0,1.0,A,2009-2010,Blank,Marseille,1
19111,19111,France,2009-10-31,St Etienne,Lyon,0.0,1.0,A,0.0,0.0,D,2009-2010,Lyon,False,0
19112,19112,France,2009-01-11,Nice,Le Mans,1.0,0.0,H,1.0,0.0,H,2008-2009,Nice,False,0
19113,19113,France,2009-01-11,Rennes,Valenciennes,0.0,3.0,A,0.0,0.0,D,2008-2009,Valenciennes,False,0
19114,19114,France,2009-01-11,Sochaux,Paris SG,1.0,4.0,A,0.0,1.0,A,2008-2009,Paris SG,False,0
19115,19115,France,2009-07-11,Le Mans,Auxerre,0.0,1.0,A,0.0,0.0,D,2008-2009,Auxerre,False,0
19116,19116,France,2009-07-11,Lorient,Boulogne,5.0,0.0,H,2.0,0.0,H,2008-2009,Lorient,False,0
19117,19117,France,2009-07-11,Monaco,Grenoble,0.0,0.0,D,0.0,0.0,D,2008-2009,Blank,False,0
19118,19118,France,2009-07-11,Nancy,St Etienne,0.0,1.0,A,0.0,0.0,D,2008-2009,St Etienne,False,0
19119,19119,France,2009-07-11,Paris SG,Nice,0.0,1.0,A,0.0,0.0,D,2008-2009,Nice,False,0
19120,19120,France,2009-07-11,Sochaux,Lens,1.0,2.0,A,0.0,1.0,A,2008-2009,Lens,False,0
19121,19121,France,2009-07-11,Valenciennes,Montpellier,1.0,1.0,D,0.0,1.0,A,2008-2009,Blank,Valenciennes,1
19122,19122,France,2009-08-11,Lille,Bordeaux,2.0,0.0,H,0.0,0.0,D,2009-2010,Lille,False,0
19123,19123,France,2009-08-11,Lyon,Marseille,5.0,5.0,D,2.0,2.0,D,2009-2010,Blank,False,0
19124,19124,France,2009-08-11,Toulouse,Rennes,3.0,2.0,H,1.0,1.0,D,2009-2010,Toulouse,False,0
19125,19125,France,2009-11-20,Marseille,Paris SG,1.0,0.0,H,1.0,0.0,H,2009-2010,Marseille,False,0
19126,19126,France,2009-11-21,Auxerre,Monaco,2.0,0.0,H,1.0,0.0,H,2009-2010,Auxerre,False,0
19127,19127,France,2009-11-21,Bordeaux,Valenciennes,0.0,1.0,A,0.0,1.0,A,2009-2010,Valenciennes,False,0
19128,19128,France,2009-11-21,Grenoble,Lyon,1.0,1.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19129,19129,France,2009-11-21,Lens,Nancy,2.0,1.0,H,0.0,0.0,D,2009-2010,Lens,False,0
19130,19130,France,2009-11-21,Rennes,Le Mans,2.0,1.0,H,1.0,0.0,H,2009-2010,Rennes,False,0
19131,19131,France,2009-11-22,Montpellier,Lille,2.0,0.0,H,0.0,0.0,D,2009-2010,Montpellier,False,0
19132,19132,France,2009-11-22,Nice,Toulouse,1.0,0.0,H,0.0,0.0,D,2009-2010,Nice,False,0
19133,19133,France,2009-11-22,St Etienne,Lorient,0.0,2.0,A,0.0,2.0,A,2009-2010,Lorient,False,0
19134,19134,France,2009-11-28,Lens,Marseille,1.0,0.0,H,0.0,0.0,D,2009-2010,Lens,False,0
19135,19135,France,2009-11-28,Lille,Valenciennes,4.0,0.0,H,1.0,0.0,H,2009-2010,Lille,False,0
19136,19136,France,2009-11-28,Lorient,Grenoble,2.0,2.0,D,1.0,0.0,H,2009-2010,Blank,Grenoble,1
19137,19137,France,2009-11-28,Paris SG,Auxerre,1.0,0.0,H,0.0,0.0,D,2009-2010,Paris SG,False,0
19138,19138,France,2009-11-28,Sochaux,Nice,1.0,0.0,H,1.0,0.0,H,2009-2010,Sochaux,False,0
19139,19139,France,2009-11-28,Toulouse,Boulogne,1.0,0.0,H,1.0,0.0,H,2009-2010,Toulouse,False,0
19140,19140,France,2009-11-29,Le Mans,St Etienne,1.0,1.0,D,0.0,1.0,A,2009-2010,Blank,Le Mans,1
19141,19141,France,2009-11-29,Lyon,Rennes,1.0,1.0,D,1.0,1.0,D,2009-2010,Blank,False,0
19142,19142,France,2009-11-29,Nancy,Bordeaux,0.0,3.0,A,0.0,1.0,A,2009-2010,Bordeaux,False,0
19143,19143,France,2009-02-12,Boulogne,Paris SG,2.0,5.0,A,1.0,0.0,H,2008-2009,Paris SG,Paris SG,4
19144,19144,France,2009-05-12,Bordeaux,Paris SG,1.0,0.0,H,1.0,0.0,H,2008-2009,Bordeaux,False,0
19145,19145,France,2009-05-12,Montpellier,Le Mans,2.0,1.0,H,1.0,0.0,H,2008-2009,Montpellier,False,0
19146,19146,France,2009-05-12,Nice,Marseille,1.0,3.0,A,1.0,1.0,D,2008-2009,Marseille,False,0
19147,19147,France,2009-05-12,Rennes,Lorient,1.0,0.0,H,1.0,0.0,H,2008-2009,Rennes,False,0
19148,19148,France,2009-05-12,St Etienne,Sochaux,0.0,0.0,D,0.0,0.0,D,2008-2009,Blank,False,0
19149,19149,France,2009-05-12,Valenciennes,Monaco,3.0,1.0,H,1.0,0.0,H,2008-2009,Valenciennes,False,0
19150,19150,France,2009-06-12,Auxerre,Nancy,1.0,3.0,A,1.0,1.0,D,2008-2009,Nancy,False,0
19151,19151,France,2009-06-12,Boulogne,Lens,2.0,1.0,H,2.0,1.0,H,2008-2009,Boulogne,False,0
19152,19152,France,2009-06-12,Grenoble,Toulouse,1.0,0.0,H,0.0,0.0,D,2008-2009,Grenoble,False,0
19153,19153,France,2009-06-12,Lille,Lyon,4.0,3.0,H,1.0,3.0,A,2008-2009,Lille,Lille,3
19154,19154,France,2009-10-12,Lille,St Etienne,4.0,0.0,H,1.0,0.0,H,2009-2010,Lille,False,0
19155,19155,France,2009-10-12,Toulouse,Sochaux,2.0,0.0,H,0.0,0.0,D,2009-2010,Toulouse,False,0
19156,19156,France,2009-12-12,Le Mans,Valenciennes,2.0,1.0,H,1.0,1.0,D,2009-2010,Le Mans,False,0
19157,19157,France,2009-12-12,Lens,Nice,2.0,0.0,H,2.0,0.0,H,2009-2010,Lens,False,0
19158,19158,France,2009-12-12,Lorient,Auxerre,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19159,19159,France,2009-12-12,Marseille,Boulogne,2.0,0.0,H,0.0,0.0,D,2009-2010,Marseille,False,0
19160,19160,France,2009-12-12,Nancy,Rennes,1.0,2.0,A,1.0,0.0,H,2009-2010,Rennes,Rennes,2
19161,19161,France,2009-12-13,Lyon,Bordeaux,0.0,1.0,A,0.0,0.0,D,2009-2010,Bordeaux,False,0
19162,19162,France,2009-12-13,Monaco,Lille,0.0,4.0,A,0.0,1.0,A,2009-2010,Lille,False,0
19163,19163,France,2009-12-13,Paris SG,St Etienne,3.0,0.0,H,3.0,0.0,H,2009-2010,Paris SG,False,0
19164,19164,France,2009-12-13,Sochaux,Grenoble,1.0,0.0,H,1.0,0.0,H,2009-2010,Sochaux,False,0
19165,19165,France,2009-12-13,Toulouse,Montpellier,0.0,1.0,A,0.0,1.0,A,2009-2010,Montpellier,False,0
19166,19166,France,2009-12-15,Valenciennes,Auxerre,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19167,19167,France,2009-12-16,Le Mans,Grenoble,1.0,0.0,H,1.0,0.0,H,2009-2010,Le Mans,False,0
19168,19168,France,2009-12-16,Lorient,Marseille,1.0,2.0,A,0.0,0.0,D,2009-2010,Marseille,False,0
19169,19169,France,2009-12-16,Lyon,Boulogne,2.0,0.0,H,0.0,0.0,D,2009-2010,Lyon,False,0
19170,19170,France,2009-12-16,Monaco,Rennes,1.0,0.0,H,1.0,0.0,H,2009-2010,Monaco,False,0
19171,19171,France,2009-12-16,Montpellier,Bordeaux,0.0,1.0,A,0.0,0.0,D,2009-2010,Bordeaux,False,0
19172,19172,France,2009-12-16,Nancy,Nice,2.0,0.0,H,0.0,0.0,D,2009-2010,Nancy,False,0
19173,19173,France,2009-12-16,Paris SG,Lens,1.0,1.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19174,19174,France,2009-12-19,Bordeaux,Lorient,4.0,1.0,H,2.0,0.0,H,2009-2010,Bordeaux,False,0
19175,19175,France,2009-12-19,Grenoble,Nice,1.0,1.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19176,19176,France,2009-12-19,Montpellier,Nancy,0.0,2.0,A,0.0,2.0,A,2009-2010,Nancy,False,0
19177,19177,France,2009-12-19,Rennes,Paris SG,1.0,0.0,H,1.0,0.0,H,2009-2010,Rennes,False,0
19178,19178,France,2009-12-19,St Etienne,Marseille,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19179,19179,France,2009-12-19,Valenciennes,Lens,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19180,19180,France,2009-12-20,Auxerre,Toulouse,1.0,1.0,D,0.0,1.0,A,2009-2010,Blank,Auxerre,1
19181,19181,France,2009-12-20,Lille,Le Mans,3.0,0.0,H,3.0,0.0,H,2009-2010,Lille,False,0
19182,19182,France,2009-12-20,Monaco,Lyon,1.0,1.0,D,1.0,1.0,D,2009-2010,Blank,False,0
19183,19183,France,2009-12-22,Lens,St Etienne,1.0,0.0,H,0.0,0.0,D,2009-2010,Lens,False,0
19184,19184,France,2009-12-23,Le Mans,Monaco,1.0,1.0,D,1.0,0.0,H,2009-2010,Blank,Monaco,1
19185,19185,France,2009-12-23,Lorient,Valenciennes,3.0,2.0,H,1.0,2.0,A,2009-2010,Lorient,Lorient,2
19186,19186,France,2009-12-23,Lyon,Montpellier,1.0,2.0,A,0.0,0.0,D,2009-2010,Montpellier,False,0
19187,19187,France,2009-12-23,Marseille,Auxerre,0.0,2.0,A,0.0,1.0,A,2009-2010,Auxerre,False,0
19188,19188,France,2009-12-23,Nancy,Lille,0.0,4.0,A,0.0,1.0,A,2009-2010,Lille,False,0
19189,19189,France,2009-12-23,Nice,Boulogne,2.0,2.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19190,19190,France,2009-12-23,Paris SG,Grenoble,4.0,0.0,H,2.0,0.0,H,2009-2010,Paris SG,False,0
19191,19191,France,2009-12-23,Sochaux,Rennes,2.0,0.0,H,1.0,0.0,H,2009-2010,Sochaux,False,0
19192,19192,France,2009-12-23,Toulouse,Bordeaux,1.0,2.0,A,1.0,1.0,D,2009-2010,Bordeaux,False,0
19193,19193,France,2010-01-13,Boulogne,Sochaux,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19194,19194,France,2010-01-13,Monaco,Montpellier,4.0,0.0,H,1.0,0.0,H,2009-2010,Monaco,False,0
19195,19195,France,2010-01-16,Auxerre,Boulogne,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19196,19196,France,2010-01-16,Grenoble,St Etienne,1.0,2.0,A,1.0,2.0,A,2009-2010,St Etienne,False,0
19197,19197,France,2010-01-16,Le Mans,Lorient,0.0,3.0,A,0.0,2.0,A,2009-2010,Lorient,False,0
19198,19198,France,2010-01-16,Lille,Paris SG,3.0,1.0,H,1.0,0.0,H,2009-2010,Lille,False,0
19199,19199,France,2010-01-16,Monaco,Sochaux,2.0,0.0,H,0.0,0.0,D,2009-2010,Monaco,False,0
19200,19200,France,2010-01-16,Montpellier,Nice,1.0,0.0,H,0.0,0.0,D,2009-2010,Montpellier,False,0
19201,19201,France,2010-01-16,Nancy,Lyon,0.0,2.0,A,0.0,0.0,D,2009-2010,Lyon,False,0
19202,19202,France,2010-01-16,Rennes,Lens,1.0,1.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19203,19203,France,2010-01-16,Valenciennes,Toulouse,1.0,3.0,A,1.0,1.0,D,2009-2010,Toulouse,False,0
19204,19204,France,2010-01-17,Bordeaux,Marseille,1.0,1.0,D,1.0,0.0,H,2009-2010,Blank,Marseille,1
19205,19205,France,2010-01-19,St Etienne,Rennes,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19206,19206,France,2010-01-20,Boulogne,Valenciennes,0.0,2.0,A,0.0,0.0,D,2009-2010,Valenciennes,False,0
19207,19207,France,2010-01-20,Grenoble,Bordeaux,1.0,3.0,A,1.0,0.0,H,2009-2010,Bordeaux,Bordeaux,3
19208,19208,France,2010-01-20,Lens,Montpellier,0.0,1.0,A,0.0,0.0,D,2009-2010,Montpellier,False,0
19209,19209,France,2010-01-20,Lorient,Lyon,1.0,3.0,A,1.0,0.0,H,2009-2010,Lyon,Lyon,3
19210,19210,France,2010-01-20,Marseille,Le Mans,2.0,1.0,H,1.0,1.0,D,2009-2010,Marseille,False,0
19211,19211,France,2010-01-20,Nice,Auxerre,0.0,1.0,A,0.0,0.0,D,2009-2010,Auxerre,False,0
19212,19212,France,2010-01-20,Paris SG,Monaco,0.0,1.0,A,0.0,0.0,D,2009-2010,Monaco,False,0
19213,19213,France,2010-01-20,Sochaux,Lille,2.0,1.0,H,2.0,0.0,H,2009-2010,Sochaux,False,0
19214,19214,France,2010-01-20,Toulouse,Nancy,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19215,19215,France,2010-01-30,Bordeaux,Boulogne,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19216,19216,France,2010-01-30,Le Mans,Toulouse,1.0,3.0,A,0.0,0.0,D,2009-2010,Toulouse,False,0
19217,19217,France,2010-01-30,Lille,Lens,1.0,0.0,H,1.0,0.0,H,2009-2010,Lille,False,0
19218,19218,France,2010-01-30,Monaco,Nice,3.0,2.0,H,1.0,0.0,H,2009-2010,Monaco,False,0
19219,19219,France,2010-01-30,Montpellier,Marseille,2.0,0.0,H,0.0,0.0,D,2009-2010,Montpellier,False,0
19220,19220,France,2010-01-30,Nancy,Lorient,1.0,0.0,H,1.0,0.0,H,2009-2010,Nancy,False,0
19221,19221,France,2010-01-30,Rennes,Grenoble,4.0,0.0,H,2.0,0.0,H,2009-2010,Rennes,False,0
19222,19222,France,2010-01-31,Auxerre,St Etienne,1.0,0.0,H,0.0,0.0,D,2009-2010,Auxerre,False,0
19223,19223,France,2010-01-31,Lyon,Paris SG,2.0,1.0,H,0.0,1.0,A,2009-2010,Lyon,Lyon,2
19224,19224,France,2010-01-31,Valenciennes,Sochaux,1.0,1.0,D,1.0,0.0,H,2009-2010,Blank,Sochaux,1
19225,19225,France,2010-06-02,Boulogne,Montpellier,0.0,2.0,A,0.0,1.0,A,2009-2010,Montpellier,False,0
19226,19226,France,2010-06-02,Grenoble,Auxerre,5.0,0.0,H,4.0,0.0,H,2009-2010,Grenoble,False,0
19227,19227,France,2010-06-02,Lens,Le Mans,2.0,1.0,H,1.0,0.0,H,2009-2010,Lens,False,0
19228,19228,France,2010-06-02,Nice,Lille,1.0,1.0,D,1.0,0.0,H,2009-2010,Blank,Lille,1
19229,19229,France,2010-06-02,Paris SG,Lorient,0.0,3.0,A,0.0,3.0,A,2009-2010,Lorient,False,0
19230,19230,France,2010-06-02,Rennes,Bordeaux,4.0,2.0,H,2.0,0.0,H,2009-2010,Rennes,False,0
19231,19231,France,2010-06-02,Sochaux,Nancy,1.0,1.0,D,0.0,1.0,A,2009-2010,Blank,Sochaux,1
19232,19232,France,2010-07-02,Marseille,Valenciennes,5.0,1.0,H,2.0,0.0,H,2009-2010,Marseille,False,0
19233,19233,France,2010-07-02,St Etienne,Monaco,3.0,0.0,H,1.0,0.0,H,2009-2010,St Etienne,False,0
19234,19234,France,2010-07-02,Toulouse,Lyon,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19235,19235,France,2010-02-13,Le Mans,Sochaux,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19236,19236,France,2010-02-13,Lille,Boulogne,3.0,1.0,H,3.0,1.0,H,2009-2010,Lille,False,0
19237,19237,France,2010-02-13,Lyon,Lens,1.0,0.0,H,0.0,0.0,D,2009-2010,Lyon,False,0
19238,19238,France,2010-02-13,Monaco,Marseille,1.0,2.0,A,1.0,1.0,D,2009-2010,Marseille,False,0
19239,19239,France,2010-02-13,Montpellier,Grenoble,1.0,0.0,H,1.0,0.0,H,2009-2010,Montpellier,False,0
19240,19240,France,2010-02-13,Nancy,Paris SG,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19241,19241,France,2010-02-13,Valenciennes,Nice,2.0,1.0,H,0.0,0.0,D,2009-2010,Valenciennes,False,0
19242,19242,France,2010-02-14,Auxerre,Rennes,1.0,0.0,H,1.0,0.0,H,2009-2010,Auxerre,False,0
19243,19243,France,2010-02-14,Bordeaux,St Etienne,3.0,1.0,H,2.0,1.0,H,2009-2010,Bordeaux,False,0
19244,19244,France,2010-02-14,Lorient,Toulouse,1.0,1.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19245,19245,France,2010-02-20,Boulogne,Le Mans,1.0,3.0,A,0.0,2.0,A,2009-2010,Le Mans,False,0
19246,19246,France,2010-02-20,Grenoble,Valenciennes,0.0,1.0,A,0.0,1.0,A,2009-2010,Valenciennes,False,0
19247,19247,France,2010-02-20,Lens,Monaco,3.0,0.0,H,2.0,0.0,H,2009-2010,Lens,False,0
19248,19248,France,2010-02-20,Nice,Lorient,1.0,0.0,H,0.0,0.0,D,2009-2010,Nice,False,0
19249,19249,France,2010-02-20,Paris SG,Toulouse,1.0,0.0,H,1.0,0.0,H,2009-2010,Paris SG,False,0
19250,19250,France,2010-02-20,St Etienne,Montpellier,1.0,0.0,H,0.0,0.0,D,2009-2010,St Etienne,False,0
19251,19251,France,2010-02-21,Marseille,Nancy,3.0,1.0,H,2.0,1.0,H,2009-2010,Marseille,False,0
19252,19252,France,2010-02-21,Rennes,Lille,1.0,2.0,A,1.0,1.0,D,2009-2010,Lille,False,0
19253,19253,France,2010-02-21,Sochaux,Lyon,0.0,4.0,A,0.0,3.0,A,2009-2010,Lyon,False,0
19254,19254,France,2010-02-27,Lorient,Sochaux,1.0,0.0,H,1.0,0.0,H,2009-2010,Lorient,False,0
19255,19255,France,2010-02-27,Lyon,Nice,2.0,0.0,H,1.0,0.0,H,2009-2010,Lyon,False,0
19256,19256,France,2010-02-27,Monaco,Boulogne,1.0,0.0,H,1.0,0.0,H,2009-2010,Monaco,False,0
19257,19257,France,2010-02-27,Montpellier,Rennes,3.0,1.0,H,2.0,0.0,H,2009-2010,Montpellier,False,0
19258,19258,France,2010-02-27,Nancy,Grenoble,0.0,2.0,A,0.0,1.0,A,2009-2010,Grenoble,False,0
19259,19259,France,2010-02-27,Toulouse,Lens,1.0,0.0,H,0.0,0.0,D,2009-2010,Toulouse,False,0
19260,19260,France,2010-02-27,Valenciennes,St Etienne,1.0,0.0,H,0.0,0.0,D,2009-2010,Valenciennes,False,0
19261,19261,France,2010-02-28,Lille,Auxerre,1.0,2.0,A,1.0,1.0,D,2009-2010,Auxerre,False,0
19262,19262,France,2010-02-28,Paris SG,Marseille,0.0,3.0,A,0.0,1.0,A,2009-2010,Marseille,False,0
19263,19263,France,2010-06-03,Auxerre,Valenciennes,1.0,0.0,H,1.0,0.0,H,2009-2010,Auxerre,False,0
19264,19264,France,2010-06-03,Boulogne,Lyon,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19265,19265,France,2010-06-03,Lens,Paris SG,1.0,1.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19266,19266,France,2010-06-03,Nice,Nancy,2.0,3.0,A,2.0,2.0,D,2009-2010,Nancy,False,0
19267,19267,France,2010-06-03,Rennes,Monaco,1.0,0.0,H,1.0,0.0,H,2009-2010,Rennes,False,0
19268,19268,France,2010-06-03,Sochaux,Toulouse,1.0,0.0,H,0.0,0.0,D,2009-2010,Sochaux,False,0
19269,19269,France,2010-06-03,St Etienne,Lille,1.0,1.0,D,1.0,1.0,D,2009-2010,Blank,False,0
19270,19270,France,2010-07-03,Bordeaux,Montpellier,1.0,1.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19271,19271,France,2010-07-03,Grenoble,Le Mans,1.0,1.0,D,1.0,0.0,H,2009-2010,Blank,Le Mans,1
19272,19272,France,2010-07-03,Marseille,Lorient,1.0,1.0,D,1.0,0.0,H,2009-2010,Blank,Lorient,1
19273,19273,France,2010-10-03,Bordeaux,Auxerre,1.0,2.0,A,1.0,0.0,H,2010-2011,Auxerre,Auxerre,2
19274,19274,France,2010-03-13,Le Mans,Nice,0.0,1.0,A,0.0,0.0,D,2009-2010,Nice,False,0
19275,19275,France,2010-03-13,Lorient,Lens,1.0,0.0,H,0.0,0.0,D,2009-2010,Lorient,False,0
19276,19276,France,2010-03-13,Lyon,St Etienne,1.0,1.0,D,0.0,1.0,A,2009-2010,Blank,Lyon,1
19277,19277,France,2010-03-13,Monaco,Bordeaux,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19278,19278,France,2010-03-13,Montpellier,Auxerre,1.0,1.0,D,0.0,1.0,A,2009-2010,Blank,Montpellier,1
19279,19279,France,2010-03-13,Nancy,Boulogne,1.0,3.0,A,1.0,1.0,D,2009-2010,Boulogne,False,0
19280,19280,France,2010-03-13,Paris SG,Sochaux,4.0,1.0,H,3.0,0.0,H,2009-2010,Paris SG,False,0
19281,19281,France,2010-03-14,Lille,Grenoble,1.0,0.0,H,0.0,0.0,D,2009-2010,Lille,False,0
19282,19282,France,2010-03-14,Toulouse,Marseille,1.0,1.0,D,1.0,1.0,D,2009-2010,Blank,False,0
19283,19283,France,2010-03-14,Valenciennes,Rennes,0.0,2.0,A,0.0,2.0,A,2009-2010,Rennes,False,0
19284,19284,France,2010-03-20,Auxerre,Le Mans,2.0,1.0,H,1.0,0.0,H,2009-2010,Auxerre,False,0
19285,19285,France,2010-03-20,Boulogne,Lorient,2.0,0.0,H,1.0,0.0,H,2009-2010,Boulogne,False,0
19286,19286,France,2010-03-20,Grenoble,Monaco,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19287,19287,France,2010-03-20,Lens,Sochaux,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19288,19288,France,2010-03-20,Nice,Paris SG,1.0,0.0,H,0.0,0.0,D,2009-2010,Nice,False,0
19289,19289,France,2010-03-20,Rennes,Toulouse,4.0,1.0,H,2.0,0.0,H,2009-2010,Rennes,False,0
19290,19290,France,2010-03-20,St Etienne,Nancy,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19291,19291,France,2010-03-21,Bordeaux,Lille,3.0,1.0,H,1.0,1.0,D,2009-2010,Bordeaux,False,0
19292,19292,France,2010-03-21,Marseille,Lyon,2.0,1.0,H,0.0,0.0,D,2009-2010,Marseille,False,0
19293,19293,France,2010-03-21,Montpellier,Valenciennes,2.0,1.0,H,1.0,0.0,H,2009-2010,Montpellier,False,0
19294,19294,France,2010-03-26,Lyon,Grenoble,2.0,0.0,H,0.0,0.0,D,2009-2010,Lyon,False,0
19295,19295,France,2010-03-28,Le Mans,Rennes,1.0,3.0,A,0.0,0.0,D,2009-2010,Rennes,False,0
19296,19296,France,2010-03-28,Lille,Montpellier,4.0,1.0,H,1.0,0.0,H,2009-2010,Lille,False,0
19297,19297,France,2010-03-28,Lorient,St Etienne,4.0,0.0,H,2.0,0.0,H,2009-2010,Lorient,False,0
19298,19298,France,2010-03-28,Nancy,Lens,5.0,1.0,H,2.0,0.0,H,2009-2010,Nancy,False,0
19299,19299,France,2010-03-28,Paris SG,Boulogne,3.0,0.0,H,2.0,0.0,H,2009-2010,Paris SG,False,0
19300,19300,France,2010-03-28,Toulouse,Nice,0.0,2.0,A,0.0,1.0,A,2009-2010,Nice,False,0
19301,19301,France,2010-03-29,Monaco,Auxerre,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19302,19302,France,2010-03-04,Bordeaux,Nancy,1.0,2.0,A,1.0,1.0,D,2009-2010,Nancy,False,0
19303,19303,France,2010-03-04,Grenoble,Lorient,1.0,2.0,A,1.0,1.0,D,2009-2010,Lorient,False,0
19304,19304,France,2010-03-04,Montpellier,Monaco,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19305,19305,France,2010-03-04,Nice,Sochaux,0.0,0.0,D,0.0,0.0,D,2009-2010,Blank,False,0
19306,19306,France,2010-03-04,Rennes,Lyon,1.0,2.0,A,1.0,0.0,H,2009-2010,Lyon,Lyon,2
19307,19307,France,2010-03-04,St Etienne,Le Mans,2.0,0.0,H,0.0,0.0,D,2009-2010,St Etienne,False,0
19308,19308,France,2010-03-04,Valenciennes,Lille,1.0,0.0,H,0.0,0.0,D,2009-2010,Valenciennes,False,0
19309,19309,France,2010-04-04,Auxerre,Paris SG,1.0,1.0,D,1.0,1.0,D,2009-2010,Blank,False,0
19310,19310,France,2010-04-04,Boulogne,Toulouse,1.0,1.0,D,1.0,0.0,H,2009-2010,Blank,Toulouse,1
19311,19311,France,2010-04-04,Marseille,Lens,1.0,0.0,H,1.0,0.0,H,2009-2010,Marseille,False,0
19312,19312,France,2010-07-04,Marseille,Sochaux,3.0,0.0,H,2.0,0.0,H,2009-2010,Marseille,False,0
19313,19313,France,2010-10-04,Le Mans,Montpellier,2.0,2.0,D,1.0,2.0,A,2010-2011,Blank,Le Mans,1
19314,19314,France,2010-10-04,Lens,Boulogne,3.0,0.0,H,1.0,0.0,H,2010-2011,Lens,False,0
19315,19315,France,2010-10-04,Lorient,Rennes,1.0,1.0,D,1.0,1.0,D,2010-2011,Blank,False,0
19316,19316,France,2010-10-04,Monaco,Valenciennes,2.0,1.0,H,0.0,1.0,A,2010-2011,Monaco,Monaco,2
19317,19317,France,2010-10-04,Paris SG,Bordeaux,3.0,1.0,H,1.0,0.0,H,2010-2011,Paris SG,False,0
19318,19318,France,2010-10-04,Sochaux,St Etienne,0.0,2.0,A,0.0,1.0,A,2010-2011,St Etienne,False,0
19319,19319,France,2010-10-04,Toulouse,Grenoble,4.0,0.0,H,1.0,0.0,H,2010-2011,Toulouse,False,0
19320,19320,France,2010-11-04,Lyon,Lille,1.0,1.0,D,0.0,0.0,D,2010-2011,Blank,False,0
19321,19321,France,2010-11-04,Marseille,Nice,4.0,1.0,H,1.0,0.0,H,2010-2011,Marseille,False,0
19322,19322,France,2010-11-04,Nancy,Auxerre,0.0,1.0,A,0.0,0.0,D,2010-2011,Auxerre,False,0
19323,19323,France,2010-04-14,Le Mans,Bordeaux,2.0,1.0,H,2.0,1.0,H,2009-2010,Le Mans,False,0
19324,19324,France,2010-04-14,Sochaux,Marseille,0.0,1.0,A,0.0,0.0,D,2009-2010,Marseille,False,0
