,Unnamed: 0,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season,teamWon,comeback,margin
612,612,Germany,1995-11-08,Dortmund,Kaiserslautern,1.0,1.0,D,0.0,0.0,D,1995-1996,Blank,False,0
613,613,Germany,1995-11-08,Stuttgart,Uerdingen,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
614,614,Germany,1995-11-08,Werder Bremen,Dusseldorf,1.0,1.0,D,1.0,1.0,D,1995-1996,Blank,False,0
615,615,Germany,1995-12-08,Bayern Munich,Hamburg,3.0,2.0,H,1.0,1.0,D,1995-1996,Bayern Munich,False,0
616,616,Germany,1995-12-08,Ein Frankfurt,Karlsruhe,2.0,2.0,D,1.0,1.0,D,1995-1996,Blank,False,0
617,617,Germany,1995-12-08,FC Koln,Schalke 04,0.0,1.0,A,0.0,0.0,D,1995-1996,Schalke 04,False,0
618,618,Germany,1995-12-08,Hansa Rostock,Leverkusen,1.0,2.0,A,0.0,2.0,A,1995-1996,Leverkusen,False,0
619,619,Germany,1995-12-08,St Pauli,Munich 1860,4.0,2.0,H,1.0,1.0,D,1995-1996,St Pauli,False,0
620,620,Germany,1995-08-13,M'gladbach,Freiburg,1.0,0.0,H,0.0,0.0,D,1995-1996,M'gladbach,False,0
621,621,Germany,1995-08-18,Freiburg,St Pauli,0.0,2.0,A,0.0,0.0,D,1995-1996,St Pauli,False,0
622,622,Germany,1995-08-18,Hamburg,Werder Bremen,3.0,3.0,D,2.0,1.0,H,1995-1996,Blank,Werder Bremen,1
623,623,Germany,1995-08-18,Schalke 04,Hansa Rostock,1.0,3.0,A,0.0,1.0,A,1995-1996,Hansa Rostock,False,0
624,624,Germany,1995-08-19,Kaiserslautern,M'gladbach,1.0,3.0,A,0.0,1.0,A,1995-1996,M'gladbach,False,0
625,625,Germany,1995-08-19,Karlsruhe,Bayern Munich,2.0,6.0,A,1.0,3.0,A,1995-1996,Bayern Munich,False,0
626,626,Germany,1995-08-19,Leverkusen,Dortmund,1.0,1.0,D,0.0,0.0,D,1995-1996,Blank,False,0
627,627,Germany,1995-08-19,Munich 1860,Stuttgart,1.0,1.0,D,1.0,0.0,H,1995-1996,Blank,Stuttgart,1
628,628,Germany,1995-08-19,Uerdingen,Ein Frankfurt,1.0,1.0,D,0.0,1.0,A,1995-1996,Blank,Uerdingen,1
629,629,Germany,1995-08-20,Dusseldorf,FC Koln,1.0,1.0,D,1.0,0.0,H,1995-1996,Blank,FC Koln,1
630,630,Germany,1995-08-29,FC Koln,Hamburg,3.0,2.0,H,1.0,0.0,H,1995-1996,FC Koln,False,0
631,631,Germany,1995-08-29,Hansa Rostock,Dortmund,3.0,2.0,H,1.0,1.0,D,1995-1996,Hansa Rostock,False,0
632,632,Germany,1995-08-29,M'gladbach,Leverkusen,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
633,633,Germany,1995-08-29,St Pauli,Kaiserslautern,1.0,2.0,A,0.0,2.0,A,1995-1996,Kaiserslautern,False,0
634,634,Germany,1995-08-29,Werder Bremen,Karlsruhe,1.0,0.0,H,0.0,0.0,D,1995-1996,Werder Bremen,False,0
635,635,Germany,1995-08-30,Bayern Munich,Uerdingen,2.0,0.0,H,1.0,0.0,H,1995-1996,Bayern Munich,False,0
636,636,Germany,1995-08-30,Ein Frankfurt,Munich 1860,4.0,2.0,H,0.0,0.0,D,1995-1996,Ein Frankfurt,False,0
637,637,Germany,1995-08-30,Schalke 04,Dusseldorf,1.0,1.0,D,0.0,1.0,A,1995-1996,Blank,Schalke 04,1
638,638,Germany,1995-08-30,Stuttgart,Freiburg,3.0,1.0,H,2.0,1.0,H,1995-1996,Stuttgart,False,0
639,639,Germany,1995-01-09,Dortmund,M'gladbach,2.0,1.0,H,0.0,1.0,A,1994-1995,Dortmund,Dortmund,2
640,640,Germany,1995-01-09,Karlsruhe,FC Koln,1.0,0.0,H,0.0,0.0,D,1994-1995,Karlsruhe,False,0
641,641,Germany,1995-02-09,Dusseldorf,Hansa Rostock,2.0,2.0,D,0.0,1.0,A,1994-1995,Blank,Dusseldorf,1
642,642,Germany,1995-02-09,Freiburg,Ein Frankfurt,2.0,0.0,H,1.0,0.0,H,1994-1995,Freiburg,False,0
643,643,Germany,1995-02-09,Hamburg,Schalke 04,1.0,1.0,D,0.0,1.0,A,1994-1995,Blank,Hamburg,1
644,644,Germany,1995-02-09,Kaiserslautern,Stuttgart,1.0,1.0,D,1.0,0.0,H,1994-1995,Blank,Stuttgart,1
645,645,Germany,1995-02-09,Leverkusen,St Pauli,1.0,1.0,D,0.0,0.0,D,1994-1995,Blank,False,0
646,646,Germany,1995-02-09,Munich 1860,Bayern Munich,0.0,2.0,A,0.0,0.0,D,1994-1995,Bayern Munich,False,0
647,647,Germany,1995-02-09,Uerdingen,Werder Bremen,3.0,0.0,H,1.0,0.0,H,1994-1995,Uerdingen,False,0
648,648,Germany,1995-08-09,FC Koln,Uerdingen,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
649,649,Germany,1995-08-09,Werder Bremen,Munich 1860,2.0,0.0,H,0.0,0.0,D,1995-1996,Werder Bremen,False,0
650,650,Germany,1995-09-09,Bayern Munich,Freiburg,2.0,0.0,H,1.0,0.0,H,1995-1996,Bayern Munich,False,0
651,651,Germany,1995-09-09,Dusseldorf,Hamburg,2.0,2.0,D,1.0,1.0,D,1995-1996,Blank,False,0
652,652,Germany,1995-09-09,Ein Frankfurt,Kaiserslautern,3.0,1.0,H,1.0,0.0,H,1995-1996,Ein Frankfurt,False,0
653,653,Germany,1995-09-09,Hansa Rostock,M'gladbach,2.0,3.0,A,2.0,2.0,D,1995-1996,M'gladbach,False,0
654,654,Germany,1995-09-09,Schalke 04,Karlsruhe,2.0,1.0,H,1.0,0.0,H,1995-1996,Schalke 04,False,0
655,655,Germany,1995-09-09,St Pauli,Dortmund,0.0,3.0,A,0.0,0.0,D,1995-1996,Dortmund,False,0
656,656,Germany,1995-09-09,Stuttgart,Leverkusen,1.0,4.0,A,0.0,0.0,D,1995-1996,Leverkusen,False,0
657,657,Germany,1995-09-15,Kaiserslautern,Bayern Munich,2.0,3.0,A,1.0,2.0,A,1995-1996,Bayern Munich,False,0
658,658,Germany,1995-09-15,Karlsruhe,Dusseldorf,3.0,1.0,H,1.0,1.0,D,1995-1996,Karlsruhe,False,0
659,659,Germany,1995-09-16,Dortmund,Stuttgart,6.0,3.0,H,4.0,1.0,H,1995-1996,Dortmund,False,0
660,660,Germany,1995-09-16,Freiburg,Werder Bremen,0.0,1.0,A,0.0,0.0,D,1995-1996,Werder Bremen,False,0
661,661,Germany,1995-09-16,Leverkusen,Ein Frankfurt,2.0,0.0,H,1.0,0.0,H,1995-1996,Leverkusen,False,0
662,662,Germany,1995-09-16,Munich 1860,FC Koln,2.0,1.0,H,1.0,1.0,D,1995-1996,Munich 1860,False,0
663,663,Germany,1995-09-16,Uerdingen,Schalke 04,1.0,1.0,D,0.0,1.0,A,1995-1996,Blank,Uerdingen,1
664,664,Germany,1995-09-17,Hamburg,Hansa Rostock,1.0,1.0,D,1.0,1.0,D,1995-1996,Blank,False,0
665,665,Germany,1995-09-17,M'gladbach,St Pauli,2.0,4.0,A,0.0,3.0,A,1995-1996,St Pauli,False,0
666,666,Germany,1995-09-22,Dusseldorf,Uerdingen,1.0,0.0,H,0.0,0.0,D,1995-1996,Dusseldorf,False,0
667,667,Germany,1995-09-22,Ein Frankfurt,Dortmund,3.0,4.0,A,3.0,2.0,H,1995-1996,Dortmund,Dortmund,2
668,668,Germany,1995-09-23,Bayern Munich,Leverkusen,1.0,0.0,H,0.0,0.0,D,1995-1996,Bayern Munich,False,0
669,669,Germany,1995-09-23,FC Koln,Freiburg,1.0,1.0,D,0.0,1.0,A,1995-1996,Blank,FC Koln,1
670,670,Germany,1995-09-23,Hamburg,Karlsruhe,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
671,671,Germany,1995-09-23,Hansa Rostock,St Pauli,2.0,0.0,H,1.0,0.0,H,1995-1996,Hansa Rostock,False,0
672,672,Germany,1995-09-23,Stuttgart,M'gladbach,5.0,0.0,H,2.0,0.0,H,1995-1996,Stuttgart,False,0
673,673,Germany,1995-09-23,Werder Bremen,Kaiserslautern,1.0,1.0,D,1.0,0.0,H,1995-1996,Blank,Kaiserslautern,1
674,674,Germany,1995-09-24,Schalke 04,Munich 1860,1.0,1.0,D,1.0,0.0,H,1995-1996,Blank,Munich 1860,1
675,675,Germany,1995-09-29,St Pauli,Stuttgart,1.0,3.0,A,1.0,2.0,A,1995-1996,Stuttgart,False,0
676,676,Germany,1995-09-29,Uerdingen,Hamburg,1.0,1.0,D,0.0,1.0,A,1995-1996,Blank,Uerdingen,1
677,677,Germany,1995-09-30,Freiburg,Schalke 04,1.0,2.0,A,0.0,0.0,D,1995-1996,Schalke 04,False,0
678,678,Germany,1995-09-30,Kaiserslautern,FC Koln,1.0,1.0,D,1.0,1.0,D,1995-1996,Blank,False,0
679,679,Germany,1995-09-30,Karlsruhe,Hansa Rostock,0.0,2.0,A,0.0,0.0,D,1995-1996,Hansa Rostock,False,0
680,680,Germany,1995-09-30,Leverkusen,Werder Bremen,2.0,2.0,D,1.0,1.0,D,1995-1996,Blank,False,0
681,681,Germany,1995-09-30,Munich 1860,Dusseldorf,2.0,1.0,H,1.0,1.0,D,1995-1996,Munich 1860,False,0
682,682,Germany,1995-01-10,Dortmund,Bayern Munich,3.0,1.0,H,1.0,0.0,H,1994-1995,Dortmund,False,0
683,683,Germany,1995-01-10,M'gladbach,Ein Frankfurt,4.0,1.0,H,2.0,1.0,H,1994-1995,M'gladbach,False,0
684,684,Germany,1995-10-13,Hansa Rostock,Stuttgart,3.0,3.0,D,2.0,1.0,H,1995-1996,Blank,Stuttgart,1
685,685,Germany,1995-10-13,Schalke 04,Kaiserslautern,1.0,1.0,D,0.0,1.0,A,1995-1996,Blank,Schalke 04,1
686,686,Germany,1995-10-14,Bayern Munich,M'gladbach,1.0,2.0,A,0.0,1.0,A,1995-1996,M'gladbach,False,0
687,687,Germany,1995-10-14,Dusseldorf,Freiburg,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
688,688,Germany,1995-10-14,Ein Frankfurt,St Pauli,2.0,2.0,D,0.0,0.0,D,1995-1996,Blank,False,0
689,689,Germany,1995-10-14,Hamburg,Munich 1860,2.0,2.0,D,0.0,0.0,D,1995-1996,Blank,False,0
690,690,Germany,1995-10-14,Karlsruhe,Uerdingen,2.0,0.0,H,0.0,0.0,D,1995-1996,Karlsruhe,False,0
691,691,Germany,1995-10-14,Werder Bremen,Dortmund,2.0,2.0,D,1.0,1.0,D,1995-1996,Blank,False,0
692,692,Germany,1995-10-15,FC Koln,Leverkusen,2.0,2.0,D,1.0,2.0,A,1995-1996,Blank,FC Koln,1
693,693,Germany,1995-10-20,Leverkusen,Schalke 04,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
694,694,Germany,1995-10-20,Uerdingen,Hansa Rostock,1.0,1.0,D,0.0,1.0,A,1995-1996,Blank,Uerdingen,1
695,695,Germany,1995-10-21,Dortmund,FC Koln,3.0,0.0,H,0.0,0.0,D,1995-1996,Dortmund,False,0
696,696,Germany,1995-10-21,Freiburg,Hamburg,0.0,3.0,A,0.0,2.0,A,1995-1996,Hamburg,False,0
697,697,Germany,1995-10-21,Kaiserslautern,Dusseldorf,2.0,0.0,H,1.0,0.0,H,1995-1996,Kaiserslautern,False,0
698,698,Germany,1995-10-21,Munich 1860,Karlsruhe,1.0,1.0,D,0.0,0.0,D,1995-1996,Blank,False,0
699,699,Germany,1995-10-21,St Pauli,Bayern Munich,0.0,1.0,A,0.0,1.0,A,1995-1996,Bayern Munich,False,0
700,700,Germany,1995-10-21,Stuttgart,Ein Frankfurt,3.0,2.0,H,1.0,1.0,D,1995-1996,Stuttgart,False,0
701,701,Germany,1995-10-22,M'gladbach,Werder Bremen,1.0,0.0,H,0.0,0.0,D,1995-1996,M'gladbach,False,0
702,702,Germany,1995-10-27,FC Koln,M'gladbach,0.0,2.0,A,0.0,1.0,A,1995-1996,M'gladbach,False,0
703,703,Germany,1995-10-27,Karlsruhe,Freiburg,1.0,1.0,D,1.0,0.0,H,1995-1996,Blank,Freiburg,1
704,704,Germany,1995-10-28,Bayern Munich,Stuttgart,5.0,3.0,H,1.0,0.0,H,1995-1996,Bayern Munich,False,0
705,705,Germany,1995-10-28,Dusseldorf,Leverkusen,1.0,1.0,D,0.0,1.0,A,1995-1996,Blank,Dusseldorf,1
706,706,Germany,1995-10-28,Hamburg,Kaiserslautern,1.0,0.0,H,1.0,0.0,H,1995-1996,Hamburg,False,0
707,707,Germany,1995-10-28,Hansa Rostock,Ein Frankfurt,1.0,1.0,D,0.0,1.0,A,1995-1996,Blank,Hansa Rostock,1
708,708,Germany,1995-10-28,Schalke 04,Dortmund,1.0,2.0,A,1.0,1.0,D,1995-1996,Dortmund,False,0
709,709,Germany,1995-10-28,Werder Bremen,St Pauli,1.0,1.0,D,1.0,0.0,H,1995-1996,Blank,St Pauli,1
710,710,Germany,1995-10-29,Uerdingen,Munich 1860,2.0,0.0,H,2.0,0.0,H,1995-1996,Uerdingen,False,0
711,711,Germany,1995-03-11,Leverkusen,Hamburg,0.0,1.0,A,0.0,1.0,A,1994-1995,Hamburg,False,0
712,712,Germany,1995-03-11,St Pauli,FC Koln,3.0,3.0,D,0.0,1.0,A,1994-1995,Blank,St Pauli,1
713,713,Germany,1995-04-11,Dortmund,Dusseldorf,3.0,0.0,H,2.0,0.0,H,1994-1995,Dortmund,False,0
714,714,Germany,1995-04-11,Ein Frankfurt,Bayern Munich,4.0,1.0,H,2.0,0.0,H,1994-1995,Ein Frankfurt,False,0
715,715,Germany,1995-04-11,Freiburg,Uerdingen,1.0,1.0,D,0.0,1.0,A,1994-1995,Blank,Freiburg,1
716,716,Germany,1995-04-11,Kaiserslautern,Karlsruhe,2.0,2.0,D,1.0,1.0,D,1994-1995,Blank,False,0
717,717,Germany,1995-04-11,Munich 1860,Hansa Rostock,1.0,1.0,D,1.0,0.0,H,1994-1995,Blank,Hansa Rostock,1
718,718,Germany,1995-04-11,Stuttgart,Werder Bremen,1.0,1.0,D,0.0,0.0,D,1994-1995,Blank,False,0
719,719,Germany,1995-05-11,M'gladbach,Schalke 04,4.0,1.0,H,1.0,1.0,D,1994-1995,M'gladbach,False,0
720,720,Germany,1995-10-11,Hamburg,Dortmund,2.0,2.0,D,0.0,2.0,A,1995-1996,Blank,Hamburg,2
721,721,Germany,1995-10-11,Hansa Rostock,Bayern Munich,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
722,722,Germany,1995-10-11,Uerdingen,Kaiserslautern,1.0,1.0,D,0.0,0.0,D,1995-1996,Blank,False,0
723,723,Germany,1995-11-11,Dusseldorf,M'gladbach,3.0,2.0,H,1.0,1.0,D,1995-1996,Dusseldorf,False,0
724,724,Germany,1995-11-11,FC Koln,Stuttgart,2.0,2.0,D,0.0,0.0,D,1995-1996,Blank,False,0
725,725,Germany,1995-11-11,Karlsruhe,Leverkusen,1.0,4.0,A,0.0,2.0,A,1995-1996,Leverkusen,False,0
726,726,Germany,1995-11-11,Munich 1860,Freiburg,3.0,0.0,H,1.0,0.0,H,1995-1996,Munich 1860,False,0
727,727,Germany,1995-11-11,Schalke 04,St Pauli,2.0,0.0,H,1.0,0.0,H,1995-1996,Schalke 04,False,0
728,728,Germany,1995-11-11,Werder Bremen,Ein Frankfurt,1.0,1.0,D,1.0,0.0,H,1995-1996,Blank,Ein Frankfurt,1
729,729,Germany,1995-11-17,M'gladbach,Hamburg,1.0,2.0,A,0.0,2.0,A,1995-1996,Hamburg,False,0
730,730,Germany,1995-11-17,St Pauli,Dusseldorf,2.0,1.0,H,2.0,1.0,H,1995-1996,St Pauli,False,0
731,731,Germany,1995-11-18,Bayern Munich,Werder Bremen,2.0,0.0,H,1.0,0.0,H,1995-1996,Bayern Munich,False,0
732,732,Germany,1995-11-18,Dortmund,Karlsruhe,4.0,1.0,H,1.0,0.0,H,1995-1996,Dortmund,False,0
733,733,Germany,1995-11-18,Ein Frankfurt,FC Koln,1.0,0.0,H,0.0,0.0,D,1995-1996,Ein Frankfurt,False,0
734,734,Germany,1995-11-18,Freiburg,Hansa Rostock,2.0,1.0,H,1.0,1.0,D,1995-1996,Freiburg,False,0
735,735,Germany,1995-11-18,Kaiserslautern,Munich 1860,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
736,736,Germany,1995-11-18,Leverkusen,Uerdingen,2.0,1.0,H,1.0,0.0,H,1995-1996,Leverkusen,False,0
737,737,Germany,1995-11-19,Stuttgart,Schalke 04,2.0,2.0,D,1.0,1.0,D,1995-1996,Blank,False,0
738,738,Germany,1995-11-24,Dusseldorf,Stuttgart,1.0,2.0,A,1.0,0.0,H,1995-1996,Stuttgart,Stuttgart,2
739,739,Germany,1995-11-24,Hamburg,St Pauli,1.0,0.0,H,1.0,0.0,H,1995-1996,Hamburg,False,0
740,740,Germany,1995-11-25,Kaiserslautern,Freiburg,1.0,2.0,A,0.0,0.0,D,1995-1996,Freiburg,False,0
741,741,Germany,1995-11-25,Karlsruhe,M'gladbach,4.0,0.0,H,1.0,0.0,H,1995-1996,Karlsruhe,False,0
742,742,Germany,1995-11-25,Munich 1860,Leverkusen,0.0,1.0,A,0.0,0.0,D,1995-1996,Leverkusen,False,0
743,743,Germany,1995-11-25,Schalke 04,Ein Frankfurt,2.0,0.0,H,1.0,0.0,H,1995-1996,Schalke 04,False,0
744,744,Germany,1995-11-25,Uerdingen,Dortmund,0.0,2.0,A,0.0,0.0,D,1995-1996,Dortmund,False,0
745,745,Germany,1995-11-25,Werder Bremen,Hansa Rostock,0.0,2.0,A,0.0,1.0,A,1995-1996,Hansa Rostock,False,0
746,746,Germany,1995-11-26,FC Koln,Bayern Munich,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
747,747,Germany,1995-01-12,Dortmund,Munich 1860,3.0,1.0,H,1.0,1.0,D,1994-1995,Dortmund,False,0
748,748,Germany,1995-01-12,Leverkusen,Freiburg,0.0,1.0,A,0.0,1.0,A,1994-1995,Freiburg,False,0
749,749,Germany,1995-01-12,Werder Bremen,FC Koln,0.0,1.0,A,0.0,0.0,D,1994-1995,FC Koln,False,0
750,750,Germany,1995-02-12,Bayern Munich,Schalke 04,4.0,0.0,H,1.0,0.0,H,1994-1995,Bayern Munich,False,0
751,751,Germany,1995-02-12,Ein Frankfurt,Dusseldorf,3.0,0.0,H,3.0,0.0,H,1994-1995,Ein Frankfurt,False,0
752,752,Germany,1995-02-12,Hansa Rostock,Kaiserslautern,3.0,0.0,H,2.0,0.0,H,1994-1995,Hansa Rostock,False,0
753,753,Germany,1995-02-12,M'gladbach,Uerdingen,2.0,1.0,H,2.0,1.0,H,1994-1995,M'gladbach,False,0
754,754,Germany,1995-02-12,St Pauli,Karlsruhe,1.0,1.0,D,1.0,1.0,D,1994-1995,Blank,False,0
755,755,Germany,1995-02-12,Stuttgart,Hamburg,3.0,0.0,H,1.0,0.0,H,1994-1995,Stuttgart,False,0
756,756,Germany,1995-08-12,Hamburg,Ein Frankfurt,5.0,1.0,H,4.0,0.0,H,1995-1996,Hamburg,False,0
757,757,Germany,1995-08-12,Uerdingen,St Pauli,2.0,5.0,A,2.0,2.0,D,1995-1996,St Pauli,False,0
758,758,Germany,1995-09-12,Dusseldorf,Bayern Munich,0.0,2.0,A,0.0,0.0,D,1995-1996,Bayern Munich,False,0
759,759,Germany,1995-09-12,Freiburg,Dortmund,0.0,1.0,A,0.0,0.0,D,1995-1996,Dortmund,False,0
760,760,Germany,1995-09-12,Kaiserslautern,Leverkusen,1.0,0.0,H,0.0,0.0,D,1995-1996,Kaiserslautern,False,0
761,761,Germany,1995-09-12,Karlsruhe,Stuttgart,1.0,2.0,A,0.0,1.0,A,1995-1996,Stuttgart,False,0
762,762,Germany,1995-09-12,Munich 1860,M'gladbach,4.0,0.0,H,2.0,0.0,H,1995-1996,Munich 1860,False,0
763,763,Germany,1995-09-12,Schalke 04,Werder Bremen,2.0,1.0,H,0.0,0.0,D,1995-1996,Schalke 04,False,0
764,764,Germany,1995-10-12,FC Koln,Hansa Rostock,3.0,0.0,H,1.0,0.0,H,1995-1996,FC Koln,False,0
765,765,Germany,1996-09-02,Freiburg,M'gladbach,0.0,0.0,D,0.0,0.0,D,1996-1997,Blank,False,0
766,766,Germany,1996-10-02,Kaiserslautern,Dortmund,1.0,1.0,D,1.0,1.0,D,1996-1997,Blank,False,0
767,767,Germany,1996-10-02,Karlsruhe,Ein Frankfurt,1.0,1.0,D,0.0,1.0,A,1996-1997,Blank,Karlsruhe,1
768,768,Germany,1996-10-02,Munich 1860,St Pauli,2.0,0.0,H,1.0,0.0,H,1996-1997,Munich 1860,False,0
769,769,Germany,1996-11-02,Hamburg,Bayern Munich,2.0,1.0,H,0.0,1.0,A,1996-1997,Hamburg,Hamburg,2
770,770,Germany,1996-02-14,FC Koln,Dusseldorf,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
771,771,Germany,1996-02-16,Ein Frankfurt,Uerdingen,1.0,0.0,H,1.0,0.0,H,1995-1996,Ein Frankfurt,False,0
772,772,Germany,1996-02-17,Bayern Munich,Karlsruhe,1.0,4.0,A,0.0,1.0,A,1995-1996,Karlsruhe,False,0
773,773,Germany,1996-02-17,Stuttgart,Munich 1860,2.0,3.0,A,2.0,2.0,D,1995-1996,Munich 1860,False,0
774,774,Germany,1996-02-23,Kaiserslautern,St Pauli,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
775,775,Germany,1996-02-23,Leverkusen,M'gladbach,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
776,776,Germany,1996-02-24,Dortmund,Hansa Rostock,1.0,2.0,A,0.0,1.0,A,1995-1996,Hansa Rostock,False,0
777,777,Germany,1996-02-24,Dusseldorf,Schalke 04,2.0,0.0,H,1.0,0.0,H,1995-1996,Dusseldorf,False,0
778,778,Germany,1996-02-24,Freiburg,Stuttgart,2.0,1.0,H,1.0,0.0,H,1995-1996,Freiburg,False,0
779,779,Germany,1996-02-24,Karlsruhe,Werder Bremen,1.0,1.0,D,1.0,1.0,D,1995-1996,Blank,False,0
780,780,Germany,1996-02-24,Munich 1860,Ein Frankfurt,3.0,1.0,H,2.0,0.0,H,1995-1996,Munich 1860,False,0
781,781,Germany,1996-02-25,Uerdingen,Bayern Munich,1.0,6.0,A,0.0,1.0,A,1995-1996,Bayern Munich,False,0
782,782,Germany,1996-01-03,Werder Bremen,Uerdingen,1.0,0.0,H,1.0,0.0,H,1995-1996,Werder Bremen,False,0
783,783,Germany,1996-02-03,Bayern Munich,Munich 1860,4.0,2.0,H,4.0,1.0,H,1995-1996,Bayern Munich,False,0
784,784,Germany,1996-02-03,Ein Frankfurt,Freiburg,0.0,1.0,A,0.0,0.0,D,1995-1996,Freiburg,False,0
785,785,Germany,1996-02-03,FC Koln,Karlsruhe,0.0,1.0,A,0.0,0.0,D,1995-1996,Karlsruhe,False,0
786,786,Germany,1996-02-03,M'gladbach,Dortmund,2.0,2.0,D,1.0,0.0,H,1995-1996,Blank,Dortmund,1
787,787,Germany,1996-02-03,Schalke 04,Hamburg,3.0,0.0,H,2.0,0.0,H,1995-1996,Schalke 04,False,0
788,788,Germany,1996-02-03,Stuttgart,Kaiserslautern,2.0,0.0,H,0.0,0.0,D,1995-1996,Stuttgart,False,0
789,789,Germany,1996-03-03,Hansa Rostock,Dusseldorf,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
790,790,Germany,1996-05-03,Schalke 04,FC Koln,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
791,791,Germany,1996-05-03,St Pauli,Freiburg,1.0,1.0,D,1.0,0.0,H,1995-1996,Blank,Freiburg,1
792,792,Germany,1996-05-03,Werder Bremen,Hamburg,2.0,1.0,H,2.0,1.0,H,1995-1996,Werder Bremen,False,0
793,793,Germany,1996-08-03,Hamburg,Dusseldorf,4.0,1.0,H,0.0,0.0,D,1996-1997,Hamburg,False,0
794,794,Germany,1996-08-03,Leverkusen,Stuttgart,0.0,0.0,D,0.0,0.0,D,1996-1997,Blank,False,0
795,795,Germany,1996-09-03,Dortmund,St Pauli,1.0,0.0,H,0.0,0.0,D,1996-1997,Dortmund,False,0
796,796,Germany,1996-09-03,Freiburg,Bayern Munich,3.0,1.0,H,1.0,1.0,D,1996-1997,Freiburg,False,0
797,797,Germany,1996-09-03,Kaiserslautern,Ein Frankfurt,1.0,1.0,D,0.0,0.0,D,1996-1997,Blank,False,0
798,798,Germany,1996-09-03,Karlsruhe,Schalke 04,0.0,1.0,A,0.0,1.0,A,1996-1997,Schalke 04,False,0
799,799,Germany,1996-09-03,Munich 1860,Werder Bremen,1.0,1.0,D,1.0,0.0,H,1996-1997,Blank,Werder Bremen,1
800,800,Germany,1996-09-03,Uerdingen,FC Koln,1.0,1.0,D,1.0,0.0,H,1996-1997,Blank,FC Koln,1
801,801,Germany,1996-10-03,M'gladbach,Hansa Rostock,3.0,2.0,H,2.0,1.0,H,1996-1997,M'gladbach,False,0
802,802,Germany,1996-12-03,Dusseldorf,Werder Bremen,1.0,1.0,D,0.0,0.0,D,1996-1997,Blank,False,0
803,803,Germany,1996-03-15,FC Koln,Munich 1860,2.0,0.0,H,0.0,0.0,D,1995-1996,FC Koln,False,0
804,804,Germany,1996-03-15,Werder Bremen,Freiburg,0.0,2.0,A,0.0,0.0,D,1995-1996,Freiburg,False,0
805,805,Germany,1996-03-16,Bayern Munich,Kaiserslautern,2.0,0.0,H,1.0,0.0,H,1995-1996,Bayern Munich,False,0
806,806,Germany,1996-03-16,Ein Frankfurt,Leverkusen,1.0,1.0,D,0.0,0.0,D,1995-1996,Blank,False,0
807,807,Germany,1996-03-16,Schalke 04,Uerdingen,1.0,1.0,D,0.0,0.0,D,1995-1996,Blank,False,0
808,808,Germany,1996-03-16,St Pauli,M'gladbach,0.0,2.0,A,0.0,0.0,D,1995-1996,M'gladbach,False,0
809,809,Germany,1996-03-16,Stuttgart,Dortmund,0.0,5.0,A,0.0,2.0,A,1995-1996,Dortmund,False,0
810,810,Germany,1996-03-17,Dusseldorf,Karlsruhe,2.0,0.0,H,1.0,0.0,H,1995-1996,Dusseldorf,False,0
811,811,Germany,1996-03-19,Hamburg,FC Koln,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
812,812,Germany,1996-03-19,Leverkusen,Hansa Rostock,2.0,0.0,H,1.0,0.0,H,1995-1996,Leverkusen,False,0
813,813,Germany,1996-03-19,Uerdingen,Stuttgart,3.0,4.0,A,1.0,1.0,D,1995-1996,Stuttgart,False,0
814,814,Germany,1996-03-22,Karlsruhe,Hamburg,3.0,1.0,H,2.0,1.0,H,1995-1996,Karlsruhe,False,0
815,815,Germany,1996-03-22,Munich 1860,Schalke 04,1.0,1.0,D,1.0,0.0,H,1995-1996,Blank,Schalke 04,1
816,816,Germany,1996-03-23,Dortmund,Ein Frankfurt,6.0,0.0,H,2.0,0.0,H,1995-1996,Dortmund,False,0
817,817,Germany,1996-03-23,Freiburg,FC Koln,2.0,0.0,H,0.0,0.0,D,1995-1996,Freiburg,False,0
818,818,Germany,1996-03-23,Kaiserslautern,Werder Bremen,0.0,0.0,D,0.0,0.0,D,1995-1996,Blank,False,0
819,819,Germany,1996-03-23,Leverkusen,Bayern Munich,1.0,2.0,A,1.0,1.0,D,1995-1996,Bayern Munich,False,0
820,820,Germany,1996-03-23,Uerdingen,Dusseldorf,1.0,3.0,A,1.0,1.0,D,1995-1996,Dusseldorf,False,0
